"","soc_id","EA_code","line_7","line_10","line_21","line_23","line_37","Society_latitude","Society_longitude","GlottoID","FamilyLevGlottocode","Region","Division","X.x","subsistence","X.y","class","caste","slavery","class_scaled","caste_scaled","slavery_scaled","SocialLayering_additive","EA031","EA033","xd_id","pref_name_for_society","glottocode","ORIG_name_and_ID_in_this_dataset","alt_names_by_society","main_focal_year","HRAF_name_ID","HRAF_link","origLat","origLong","Lat","Long","Comment","glottocode_comment","std_subsistence","std_caste","std_slavery","std_class","std_EA033","std_EA031","musical_pc1","social_pc1"
"143",16633,"Ad42",1,0.5,0.25,0.5,0,-1.71,31.48,"haya1250","atla1278","Africa","East Africa",56,4,112,2,0,2,0.5,0,1,1.5,4,3,"xd112","Haya","haya1250","Haya (Ad42)","Basiba, Wahaya, Wassiba, Ziba",1900,"","",-1,32,-1,32,"Original","Note 8Feb2018: HH notes that the Weiss ethnography (1 of 5 references) refers to Wahima and Wanjambo, which are Kinyarwanda [kin] and Nyambo [now] respectively -- ""close to, but not the same lg as Haya [hay]"". However, given that Haya appears to be the focus of the other ethnographies, I will leave the language match as [hay]. Users may wish to look into individual data points in detail, to ensure they refer to the focal group.",0.5,0,1,0.5,0.6,0.5,0.340980026541843,0.180793700219692
"144",16644,"Ea3",0,0,0.25,1,0.75,33.98,65.88,"haza1239","indo1319","Central Asia","S Central Asia",356,8,585,1,1,1,0.25,0.333333333333333,0.5,1.08333333333333,3,2,"xd602","Hazara","haza1239","Hazara (Ea3)","",1930,"","",35,66,35,66,"Original","",1,0.333333333333333,0.5,0.25,0.4,0.375,1.99275056789724,0.3323824066319
"145",16688,"Ad8",0.5,0.5,0.5,0,0.25,-7.77,35.71,"hehe1240","atla1278","Africa","East Africa",65,4,125,2,0,1,0.5,0,0.5,1,NA,3,"xd125","Hehe","hehe1240","Hehe (Ad8)","Wahehe",1910,"","",-8,35,-8,35,"Original","",0.5,0,0.5,0.5,0.6,NA,NA,NA
"146",16710,"Ac36",0.5,0.5,0.5,0,0.5,-11.33,33.37,"tumb1250","atla1278","Africa","East Africa",NA,NA,62,2,0,1,0.5,0,0.5,1,NA,3,"xd62","Tumbuka","tumb1250","Tumbuka (Ac36)","Atimbuka, Batumbaka, Watumbaka",1920,"","",-12,34,-12,34,"Original","",NA,0,0.5,0.5,0.6,NA,NA,NA
"147",16809,"Ec7",0.5,0.75,0.75,0.25,0.5,43.06,141.35,"ainu1240","ainu1252","North Eurasia","E North Eurasia",372,2,608,0,0,0,0,0,0,0,1,2,"xd635","Ainu","ainu1240","Ainu (Ec7)","Ainu (Hokkaido), Hokkaido",1900,"Ainu (AB06)","http://ehrafworldcultures.yale.edu/collection?owc=AB06",44,144,44,144,"Original","",0.25,0,0,0,0.4,0.125,-0.495713426008087,-0.946446440216124
"148",16831,"Nh18",0.25,0.75,0.75,0.25,0.5,35.87,-110.62,"hopi1249","utoa1244","North America","United States",NA,NA,1115,0,0,0,0,0,0,0,4,1,"xd1268","Hopi","hopi1249","Hopi (Nh18)","Hopi of Old Oraiibi",1920,"Hopi (NT09)","http://ehrafworldcultures.yale.edu/collection?owc=NT09",36,-111,36,-111,"Original","",NA,0,0,0,0.2,0.5,NA,NA
"149",16875,"Ni3",1,0.75,0.75,0,0.5,21.95,-104.06,"huic1243","utoa1244","Central America","Mexico",789,4,1135,1,0,0,0.25,0,0,0.25,5,1,"xd1288","Huichol","huic1243","Huichol (Ni3)","Wixárika",1920,"Huichol (Nu19)","http://ehrafworldcultures.yale.edu/collection?owc=NU19",23,-104,22,-105,"Revised 22-July-2021 by KK based on review of map - replaced with lat long for the matched SCCS society (SCCS152)","",0.5,0,0,0.25,0.2,0.625,-0.550615341091137,-0.348646330490396
"150",16919,"Ch8",0,0.25,0.5,0,0.75,46.91,19.66,"hung1274","ural1272","Europe","Central Europe",331,7,555,4,0,0,1,0,0,1,8,4,"xd572","Magyar","hung1274","Hungarian (Ch8)","Magyarok, Hungarian",1940,"Hungary (EC01)","in process",47,20,47,20,"Original","",0.875,0,0,1,0.8,1,0.354037238203362,1.32487316587557
"151",16930,"Nb35",0,0.75,0.75,0.75,0,41.12,-123.68,"hupa1239","atha1245","North America","United States",634,1,944,1,0,2,0.25,0,1,1.25,2,1,"xd1096","Hupa","hupa1239","Hupa (Nb35)","",1860,"","",41,-123,41,-123,"Original","",0.125,0,1,0.25,0.2,0.25,-0.887547043821544,-0.882139407372445
"152",16963,"Ie35",0.5,0.75,0.5,0,0.25,-4.31,143.32,"iatm1242","nduu1242","Oceania","Melanesia",510,6,786,0,0,0,0,0,0,0,4,1,"xd813","Iatmul","iatm1242","Iatmul (Ie35)","",1930,"","",-4,143,-4,143,"Original","",0.75,0,0,0,0.2,0.5,-0.65870424891609,-0.38970803630356
"153",16974,"Ib1",0,0,0.25,0.5,1,1.59,110.27,"iban1264","aust1307","Southeast Asia","Island S E Asia",456,3,723,0,0,1,0,0,0.5,0.5,NA,1,"xd750","Iban","iban1264","Iban (Ib1)","Dayak, Sea Dayak",1950,"Iban (OC06)","http://ehrafworldcultures.yale.edu/collection?owc=OC06",2,112,2,112,"Original","",0.375,0,0.5,0,0.2,NA,NA,NA
"154",16996,"Af10",0.5,0.75,0.5,0.25,0.25,4.63,7.23,"nucl1417","atla1278","Africa","West Africa",82,4,187,0,0,2,0,0,1,1,5,2,"xd187","Igbo","nucl1417","Ibo (Af10)","Ibo",1930,"Igbo (FF26)","http://ehrafworldcultures.yale.edu/collection?owc=FF26",6,7,6,7,"Original","",0.5,0,1,0,0.4,0.625,-0.418198000446331,-0.231448173684001
"155",17029,"If4",0,0,0.5,0.25,0.75,7.24,144.46,"wole1240","aust1307","Oceania","Micronesia",526,6,808,0,0,0,0,0,0,0,2,2,"xd835","Ifaluk","nucl1479","Ifuluk (If4)","Ifuluk",1940,"Woleai (OR21)","http://ehrafworldcultures.yale.edu/collection?owc=OR21",7,147,7.25,144.46,"Revised","",0.75,0,0,0,0.4,0.25,0.85009550624307,-0.403845749686094
"156",17062,"Ia3",0,0,0.5,0.75,0.25,16.66,121.11,"tuwa1243","aust1307","Southeast Asia","Island S E Asia",NA,NA,716,1,0,1,0.25,0,0.5,0.75,3,1,"xd743","Ifugao","tuwa1243","Ifugao (Ia3)","",1920,"Ifugao (OA19)","http://ehrafworldcultures.yale.edu/collection?owc=OA19",17,121,17,121,"Original","Changed to ifk from ifb on 8 April 2017 based on comment from H. Hammarström: Barton is source, and while he doesn't say specifically which group his observations pertain to, he was working using Kiangan as his base, which would make it Ifugao-Tuwali [ifk]",NA,0,0.5,0.25,0.2,0.375,NA,NA
"157",17183,"Eg10",1,0,0.25,1,0.75,16.66,77.98,"telu1262","drav1251","South Asia","India",399,8,646,4,3,0,1,1,0,2,8,4,"xd673","Telugu","telu1262","Telugu (Eg10)","",1950,"Telugu (AW17)","http://ehrafworldcultures.yale.edu/collection?owc=AW17",18,79,18,79,"Original","",1,1,0,1,0.8,1,2.36395923467066,2.04605179601234
"158",17232,"Na13",0,1,1,0,0,64.23,-76.54,"east2534","eski1264","North America","Canada",566,2,876,0,0,0,0,0,0,0,1,1,"xd1030","Nunatsiarmiut","baff1240","Baffinland (Na13)","Baffin Island Inuit, Baffinland",1880,"","",65,-65,65.24,-64.63,"Revised","",0.25,0,0,0,0.2,0.125,-2.28575412504566,-1.13065324170372
"159",17236,"Na44",0,0.5,0.75,0,0.5,60.02,-70.02,"east2534","eski1264","North America","Canada",599,2,909,0,0,0,0,0,0,0,1,1,"xd1061","Nunavimmiut","queb1248","Taqagmiut (Na44)","Taqagmiut, Taqagmiut Eskimo, Inuit of Sugluk, Inuit of Salluit",1910,"","",62,-76,62,-76,"Original","",0.25,0,0,0,0.2,0.125,-0.666271988294608,-1.13065324170372
"160",17249,"Ea9",0,0.5,0.25,1,0.75,32.43,53.69,"west2369","indo1319","Western Asia","Middle East",361,8,591,3,NA,1,0.75,NA,0.5,NA,8,5,"xd608","Iranians","tehr1242","Iranians (Ea9)","",1950,"","",36,52,36,52,"Original","",1,NA,0.5,0.75,1,1,NA,NA
"161",17282,"Ng10",0.5,0.75,0.75,0.25,0.5,42.21,-79,"sene1264","iroq1247","North America","United States/ Canada",NA,NA,1092,0,0,0,0,0,0,0,4,3,"xd1245","Seneca","sene1264","Iroquois (Ng10)","O-non-dowa-gah, Iroquois",1750,"Iroquois (NM09)","http://ehrafworldcultures.yale.edu/collection?owc=NM09",43,-77,43,-77,"Original","",NA,0,0,0,0.6,0.5,NA,NA
"162",17474,"Ej3",1,0.5,0.5,0.25,0.75,5.64,101.54,"jeha1242","aust1305","Southeast Asia","Mainland S E Asia",437,1,698,0,0,0,0,0,0,0,1,1,"xd725","Semang","kens1248","Semang (Ej3)","",1920,"Semang (AN07)","http://ehrafworldcultures.yale.edu/collection?owc=AN07",5,101,5,101,"Original","",0.125,0,0,0,0.2,0.125,0.710200133876594,-1.24151034997747
"163",17480,"SY01",0.5,0.5,0.5,0,0.25,18.11,-77.29,"jama1262","indo1319","Central America","N Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",17557,"Ib2",1,0,0.75,1,0.75,-7.21,109.89,"java1254","aust1307","Southeast Asia","Island S E Asia",457,8,724,4,0,0,1,0,0,1,7,5,"xd751","Javanese","java1254","Javanese (Ib2)","",1950,"Javanese (OE05)","http://ehrafworldcultures.yale.edu/collection?owc=OE05",-7,110,-7,110,"Original","Note, previously linked to language iso ""jas"" (New Caledonian Javanese); on 3Mar2016 Hannah Haynie checked refs/coordinates and concluded ""jav"" was a better match; it was temporarily switched back to [jas/newc1244] on 8Aug2018 but that was a mistake, should be [jav]/[java1254] (updated note: 5Sept2018 kk)",1,0,0,1,1,0.875,1.52168660218088,1.52076481820184
"165",17584,"N011",0,0.25,0.5,0,0.25,40.71,-74.01,"bibl1238","afro1255","North America","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",17587,"Ca31",0,0,0.25,1,0.5,13.34,37.13,"qima1242","afro1255","Western Asia","Semitic East Africa",240,7,439,1,0,0,0.25,0,0,0.25,NA,NA,"xd439","Beta Israel","qima1242","Falasha (Ca31)","Falasha, Black Jews",1860,"","",12,37,12,37,"Original","",0.875,0,0,0.25,NA,NA,NA,NA
"167",17661,"Ei5",0.25,1,0.5,0,0.25,26.68,97.23,"kach1280","sino1245","Southeast Asia","Mainland S E Asia",425,4,684,2,0,1,0.5,0,0.5,1,3,2,"xd711","Kachin","kach1280","Kachin (Ei5)","",1940,"Kachin (AP06)","http://ehrafworldcultures.yale.edu/collection?owc=AP06",26,97,26,97,"Original","",0.5,0,0.5,0.5,0.4,0.375,-1.00705843517939,-0.150882868825162
"168",17667,"Se3",0,0.75,1,0.25,0.5,-2.11,-78.35,"shua1257","jiva1245","South America","N W South America",830,3,1214,0,0,0,0,0,0,0,1,1,"xd1367","Shuar","shua1257","Jivaro (Se3)","Jivaro",1930,"Jivaro (SD09)","http://ehrafworldcultures.yale.edu/collection?owc=SD09",-3,-78,-3,-78,"Original","",0.375,0,0,0,0.2,0.125,-1.10245407563969,-1.01979613342998
"169",17700,"MF01x",0,0,0.25,0.75,0.75,31.05,34.85,"hebr1245","afro1255","Western Asia","Middle East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",17755,"Ag49",0.25,0.5,0.5,0,0.25,8.97,0.82,"kabi1261","atla1278","Africa","West Africa",147,4,287,0,0,2,0,0,1,1,NA,1,"xd287","Kabre","kabi1261","Kabre (Ag49)","Bekaburum, Kabure",1930,"","",10,2,10,2,"Original","",0.5,0,1,0,0.2,NA,NA,NA
"171",17766,"Cd4",0,0,0.75,0.5,0.5,36.7,4.05,"kaby1243","afro1255","Africa","Northern Africa",303,7,522,0,NA,1,0,NA,0.5,NA,5,4,"xd522","Kabyle","kaby1243","Kabyle (Cd4)","",1890,"","",36,4,36,4,"Original","",0.875,NA,0.5,0,0.8,0.625,NA,NA
"172",17865,"Ie11",0,0.75,0.5,0,0,-6.17,143.33,"umbu1258","nucl1709","Oceania","Melanesia",NA,NA,760,0,0,0,0,0,0,0,4,1,"xd787","Kakoli","umbu1258","Kakoli (Ie11)","",1950,"","",-6,144,-6,144,"Original","",NA,0,0,0,0.2,0.5,NA,NA
"173",17887,"Sb4",0.25,0.75,0.5,0.25,0.25,5.84,-56.83,"gali1262","cari1283","South America","N South America",806,3,1176,0,0,0,0,0,0,0,5,1,"xd1329","Cariña","taba1267","Carinya (Sb4)","Carinya",1950,"","",9,-64,9,-64,"Original","Note 24Sept2018 - dialect Tabajari assigned (language does not change). KK is confident in this assignment; there is an Etnologue point for Carib here (9,-64 approx.). This URL gives the relative location of Carib dialects: https://www.mona.uwi.edu/dllp/jlu/ciel/pages/kalihna.htm. Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction.",0.375,0,0,0,0.2,0.625,-0.511000167139686,-0.623107103689716
"174",17920,"Ci1",0,0.5,0.75,0.25,0.25,46.76,45.42,"torg1245","mong1329","Central Asia","W Central Asia",333,5,557,2,0,NA,0.5,0,NA,NA,NA,4,"xd574","Kalmyk","kalm1243","Kalmyk (Ci1)","Kalmuck",1920,"","",46,46,46,46,"Original","Note 8Feb2018: Note that some of the references that are almost certainly associated with this case (focus is ""Baga Dorbed"") were originally listed after Ag14 ""Baga"" (aberle1953; krader1963; vladimirtsov1948)",0.625,0,NA,0.5,0.8,NA,NA,NA
"175",18173,"Ef8",1,0,0.5,0.5,0.5,34.17,74.33,"kash1277","indo1319","South Asia","India/ Nepal/ Tibet",396,8,643,4,3,NA,1,1,NA,NA,8,4,"xd670","Kashmiri","kash1277","Kashmir (Ef8)","Kashmir, Kashmiri, Pandit, Sarasvati Brahmans",1950,"Kashmiri (AV04)","in process",34,75,34,75,"Original","",1,1,NA,1,0.8,1,NA,NA
"176",18294,"Eb1",1,0,0.5,0.25,0.75,46.98,67.73,"nort2695","turk1311","Central Asia","N Central Asia",362,5,592,2,0,1,0.5,0,0.5,1,2,4,"xd609","Kazakh","kaza1248","Kazak (Eb1)","Kazak",1910,"Kazakh (RQ02)","http://ehrafworldcultures.yale.edu/collection?owc=RQ02",48,70,48,70,"Original","",0.625,0,0.5,0.5,0.8,0.25,1.22130417301649,0.229215584988712
"177",18305,"Ic8",0.5,0.25,0.5,0.5,0.75,-5.64,133.02,"keii1239","aust1307","Southeast Asia","Island S E Asia",472,3,743,0,0,2,0,0,1,1,NA,1,"xd770","Kei","keii1239","Kei (Ic8)","Kei Islanders",1890,"","",-6,133,-5.58,133.07,"Revised","",0.375,0,1,0,0.2,NA,NA,NA
"178",18349,"NN05",1,0,0.5,0.25,0.75,36.53,-82.71,"appa1236","indo1319","North America","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",18371,"Eg6",1,0.5,0.25,0.75,1,10.85,76.27,"mala1464","drav1251","South Asia","India",405,8,655,4,3,0,1,1,0,2,8,3,"xd682","Kerala","mala1464","Kerala (Eg6)","",1799,"Kerala (AW11)","in process",11,76,11,76,"Original","reclassified another society from [mal] to [xuj] on 26 May 2016; as a result, matched this society to the glottolog language [mala1464] (which we are more certain of), replacing match to dialect [cent1998] (less certain)",1,1,0,1,0.6,1,1.95596983774414,1.86184499452474
"180",18393,"Ec8",0,0.25,0.75,0,0.25,63.76,87.55,"kett1243","yeni1252","North Eurasia","Siberia",373,2,609,0,0,0,0,0,0,0,2,1,"xd636","Ket","kett1243","Ket (Ec8)","Yenisei Ostyak, Yeniseians",1900,"","",62,90,62,90,"Original","",0.25,0,0,0,0.2,0.25,-0.754340859407793,-1.03148098426866
"181",18431,"Ec10",0,0.5,1,0,0.5,62.43,66.12,"khan1273","ural1272","North Eurasia","Siberia",369,2,601,1,0,1,0.25,0,0.5,0.75,NA,1,"xd618","Ob Ostyak","khan1273","Ob Ostyak (Ec10)","",1880,"","",62,74,62,74,"Original","",0.25,0,0.5,0.25,0.2,NA,NA,NA
"182",18569,"Ne17",0.25,0.75,0.75,0.25,0.5,34.94,-98.91,"kiow1266","kiow1265","North America","United States",753,2,1064,0,0,0,0,0,0,0,3,2,"xd1216","Kiowa","kiow1266","Kiowa (Ne17)","",1860,"","",36,-99,36,-99,"Original","",0.25,0,0,0,0.4,0.375,-0.588515592701442,-0.748101925345991
"183",18591,"Aj9",1,0.75,0.75,0,0.25,-0.36,35.26,"kips1239","nilo1247","Africa","East Africa",NA,NA,414,0,1,0,0,0.333333333333333,0,0.333333333333333,NA,3,"xd414","Kipsigis","kips1239","Kipsigis (Aj9)","Lumbwa, Sikisi",1920,"","",-1,36,-1,36,"Original","",NA,0.333333333333333,0,0,0.6,NA,NA,NA
"184",18596,"RP02",1,0,0.5,0.25,0.75,42.01,74.12,"kirg1245","turk1311","Central Asia","C Central Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",18635,"Ie13",0.25,0.25,0.5,0.25,0.25,-8.65,143.42,"sout2949","kiwa1251","Oceania","Melanesia",489,3,762,0,0,0,0,0,0,0,NA,1,"xd789","Kiwai","sout2949","Kiwai (Ie13)","",1920,"","",-9,143,-9,143,"Original","",0.375,0,0,0,0.2,NA,NA,NA
"186",18888,"Ca1",1,0.75,1,0,0,5.39,37.53,"kons1243","afro1255","Africa","East Africa",221,4,415,1,1,0,0.25,0.333333333333333,0,0.583333333333333,6,1,"xd415","Konso","kons1243","Konso (Ca1)","",1930,"Konso (MP17)","http://ehrafworldcultures.yale.edu/collection?owc=MP17",6,37,6,37,"Original","",0.5,0.333333333333333,0,0.25,0.2,0.75,-1.65899343870229,-0.04603356576765
"187",18932,"Ed1",0.75,0,0.25,0.5,0.75,37.51,128.12,"kore1280","kore1284","East Asia","South Korea",375,8,611,4,1,1,1,0.333333333333333,0.5,1.83333333333333,8,3,"xd638","Koreans","kore1280","Koreans (Ed1)","",1950,"Korea (AA01)","http://ehrafworldcultures.yale.edu/collection?owc=AA01",35,102,38.134147,126.960754,"Original","",1,0.333333333333333,0.5,1,0.6,1,1.79014457103778,1.50326149007157
"188",18976,"Ec5",0,1,0.5,0.25,0,63.91,166.69,"kory1246","chuk1271","North Eurasia","E North Eurasia",370,2,606,1,0,1,0.25,0,0.5,0.75,3,1,"xd633","Koryak","kory1246","Koryak (Ec5)","",1900,"Koryak (RY04)","http://ehrafworldcultures.yale.edu/collection?owc=RY04",62,164,61.99,164.24,"Revised","",0.25,0,0.5,0.25,0.2,0.375,-1.20297524408612,-0.720407551785824
"189",19031,"Eg11",0,0.5,0.5,0.25,0.25,17.68,81.21,"koya1251","drav1251","South Asia","India",NA,NA,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,"xd674","Koya","koya1251","Koya (Eg11)","Koitur",1960,"","",19,78,19,78,"Original","",NA,NA,NA,NA,NA,NA,NA,NA
"190",19053,"Af15",0,0.75,0.75,0,0.25,6.92,-9.96,"libe1247","mand1469","Africa","West Africa",86,4,192,1,0,2,0.25,0,1,1.25,4,2,"xd192","Kpelle","libe1247","Kpelle (Af15)","Guerse, Kpese",1920,"Kpelle (FD06)","http://ehrafworldcultures.yale.edu/collection?owc=FD06",7,-9,7,-9,"Original","",0.5,0,1,0.25,0.4,0.5,-1.26544489854769,-0.167016766193488
"191",19064,"Sj4",0.5,0.75,0.75,0,0,-5.47,-46.17,"cane1242","nucl1710","South America","C South America",NA,NA,1259,0,0,0,0,0,0,0,3,1,"xd1412","Canela","cane1242","Ramcocamecra (Sj4)","Ramcocamecra, Timbira, Canella",1930,"Canela (SO08)","http://ehrafworldcultures.yale.edu/collection?owc=SO08",-7,-45,-7,-45,"Original","",NA,0,0,0,0.2,0.375,NA,NA
"192",19086,"Af48",1,0.75,0.5,0,0.25,5.87,-8.93,"klao1243","atla1278","Africa","West Africa",105,4,228,NA,NA,2,NA,NA,1,NA,NA,2,"xd228","Kru","klao1243","Kru (Af48)","Krao",1850,"","",5,-9,5,-9,"Original","",0.5,NA,1,NA,0.4,NA,NA,NA
"193",19141,"Si10",0.5,0.75,0.5,0,0.25,-12.1,-53.29,"kuik1246","cari1283","South America","C South America",853,3,1245,0,0,0,0,0,0,0,3,1,"xd1398","Kuikuru","kuik1246","Kuikuru (Si10)","Ukuge",1950,"","",-13,-54,-13,-54,"Original","",0.375,0,0,0,0.2,0.375,-0.65870424891609,-0.82145161855985
"194",19262,"Aa1",0.5,1,1,0,0,-21.92,18.01,"juho1239","kxaa1236","Africa","Southern Africa",1,1,1,0,0,0,0,0,0,0,1,1,"xd1","!Kung","juho1239","Kung (Aa1)","Kung Bushmen, !Kung (Was Nyae), Was Nyae",1950,"San (FX10)","http://ehrafworldcultures.yale.edu/collection?owc=FX10",-20,21,-20,21,"Original","",0.125,0,0,0,0.2,0.125,-2.10014979165895,-1.24151034997747
"195",19295,"Cc18",1,0,0.25,1,0.5,14.91,-12.44,"hass1238","afro1255","Western Asia","Berber & Semitic North Africa",285,5,496,3,1,2,0.75,0.333333333333333,1,2.08333333333333,NA,2,"xd496","Kunta","hass1238","Kunta (Cc18)","Kounta",1910,"","",19,-1,19,-1,"Original","",0.625,0.333333333333333,1,0.75,0.4,NA,NA,NA
"196",19328,"Ci11",0,0,0.25,0.75,0.75,39.44,47.31,"cent1972","indo1319","Western Asia","Middle East",335,8,559,2,0,0,0.5,0,0,0.5,NA,3,"xd576","Kurd","cent1972","Kurd (Ci11)","",1940,"Kurd (MA11)","http://ehrafworldcultures.yale.edu/collection?owc=MA11",32,44,32,44,"Original","",1,0,0,0.5,0.6,NA,NA,NA
"197",19377,"Ad41",1,0.25,0.75,0,0.25,0.68,34.77,"buku1249","atla1278","Africa","East Africa",55,4,111,1,0,NA,0.25,0,NA,NA,4,1,"xd111","Vugusu","buku1249","Vugusu (Ad41)","Kotosh",1930,"","",1,35,1,35,"Original","",0.5,0,NA,0.25,0.2,0.5,NA,NA
"198",19394,"Nd7",0.25,0.75,0.75,0,0.25,50.23,-115.88,"kute1249","ISOLATE_kute1249","North America","Canada",742,2,1053,0,0,1,0,0,0.5,0.5,NA,2,"xd1205","Kutenai","kute1249","Kutenai (Nd7)","Ktunaxa, Kootenay, Kootenai",1880,"","",50,-117,50,-117,"Original","",0.25,0,0.5,0,0.4,NA,NA,NA
"199",19460,"Nb3",0.25,0,0.25,0.5,0.75,50.93,-127.31,"kwak1269","waka1280","North America","Canada",628,2,938,2,0,1,0.5,0,0.5,1,NA,2,"xd1090","Kwakwaka'wakw","kwak1269","Kwakiutl (Nb3)","Southern Kwakiutl, Kwagu'ł, Kwagyewlth",1890,"","",51,-128,51,-127.49,"Revised","",0.25,0,0.5,0.5,0.4,NA,NA,NA
"200",19493,"NO12",0,0,0.75,0.25,0.75,29.69,-91.61,"caju1236","indo1319","North America","United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",19526,"Sa10",0,0.75,0.75,0,0.5,16.41,-92.41,"laca1243","maya1287","Central America","Mexico",NA,NA,1157,0,0,0,0,0,0,0,NA,NA,"xd1310","Lacandon","laca1243","Lacandon (Sa10)","",1900,"","",17,-92,16.9,-91,"Revised 22-July-2021 by KK based on web research and review of location in GIS","",NA,0,0,0,NA,NA,NA,NA
"202",19537,"Nh14",0.25,0.75,0.75,0,0.25,35.04,-107.25,"west2632","kere1287","North America","United States",NA,NA,1111,0,0,0,0,0,0,0,6,1,"xd1264","Laguna","acom1246","Laguna (Nh14)","",1920,"","",35,-107,35,-107,"Original","",NA,0,0,0,0.2,0.75,NA,NA
"203",19614,"Ac33",1,0.25,0.5,0,0.25,-12.95,30.23,"lala1264","atla1278","Africa","Central Africa",NA,NA,59,2,0,1,0.5,0,0.5,1,2,2,"xd59","Lala","lala1264","Lala (Ac33)","Balala",1940,"","",-15,31,-15,31,"Original","",NA,0,0.5,0.5,0.4,0.25,NA,NA
"204",19680,"Ed14",0.5,0.25,0.25,0.75,0.75,21.68,102.11,"kimm1245","hmon1336","Southeast Asia","Mainland S E Asia",NA,NA,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,"xd641","Man","kimm1245","Man (Ed14)","Yao",NA,"","",22,105,22,105,"Original","",NA,NA,NA,NA,NA,NA,NA,NA
"205",19691,"AM46x",1,0,0.5,0.75,1,20.25,102.34,"laoo1244","taik1256","Southeast Asia","Mainland S E Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",19702,"Cg4",0,1,0.75,0.5,0.25,68.72,22.11,"nort2671","ural1272","North Eurasia","Arctic Circle",322,5,544,1,0,0,0.25,0,0,0.25,1,1,"xd544","Sami","nort2671","Lapps (Cg4)","Lapps",1950,"Lapps (EP04)","http://ehrafworldcultures.yale.edu/collection?owc=EP04",68,22,68,22,"Original","25Sept2018 - glotto id changed from nort2671 to lule1254 on 25Sept2018 as previous change was only applied to ISO code. 8April2017 - Changed from smj to sme based on comment from H. Hammarström: Haglund worked with Karesuando Saami, which is Northern Sami [sme]. Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction.",0.625,0,0,0.25,0.2,0.125,-1.03998442117812,-0.634478251956922
"207",19724,"ch21",0,0.25,0.5,0,0.5,56.83,24.31,"latv1249","indo1319","Europe","Northern Europe",872,7,1274,4,0,1,1,0,0.5,1.5,8,5,"xd559","Latvians","latv1249","Latvians (ch21)","Latvieshi, Latyshi",1881,"","",57,24,57,24,"Original","",0.875,0,0.5,1,1,1,0.0104163475202289,1.55737747748536
"208",19746,"Cj7",0,0.5,0.5,0.5,0.5,33.85,35.86,"nort3139","afro1255","Western Asia","Middle East",348,7,576,4,0,0,1,0,0,1,8,4,"xd593","Lebanese","nort3139","Lebanese (Cj7)","",1950,"Lebanon (ME01)","in process",34,36,34,36,"Original","Note, previously matched to a dialect of nort3139 (nort3141); rematched to [nort3139] after ""Syrians"" linked to a different language (so no longer sharing tip of nort3139 with ""Lebanese"" (5Sept2018). Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction.",0.875,0,0,1,0.8,1,0.2358768248898,1.32487316587557
"209",19801,"Ai29",1,0.25,0.75,0,0.5,1.57,30.23,"lend1245","cent2225","Africa","Central Africa",185,4,358,0,0,NA,0,0,NA,NA,NA,2,"xd358","Lendu","lend1245","Lendu (Ai29)","Bale, Walega, Walendu",1920,"","",2,30,2,30,"Original","",0.5,0,NA,0,0.4,NA,NA,NA
"210",19856,"Ai30",0,1,0.75,0,0.25,1.55,28.44,"lese1243","cent2225","Africa","Central Africa",NA,NA,360,0,1,NA,0,0.333333333333333,NA,NA,NA,2,"xd360","Lese","lese1243","Lese (Ai30)","Balese, Walese",1920,"","",2,29,2,29,"Original","",NA,0.333333333333333,NA,0,0.4,NA,NA,NA
